,uid,sentiment,text,clean_text,predicted,predicted_proba
15429,40583,negative,@ rssurjewala Chutiya hai Jo 237 ki subsidy aati hai usko minus Karke cylinder500 Ka padta hai . tum Congress Walo ch … https // t . co / 63v4yCfceW  ,rssurjewala chutiya hai jo ki subsidi aati hai usko minu kark cylind ka padta hai tum congress walo ch … co vycfcew,negative,"tensor([0.6908, 0.2255, 0.0837])"
7186,16774,positive,@ narendramodi congratulations sir Salute Desh k liye aap bahut special or imandaar h Bas ab duniya m bhi desh ko … https // t co / 7sSfaKwame  ,narendramodi congratul sir salut desh k liy aap bahut special imandaar h ba ab duniya bhi desh ko … co ssfakwam,positive,"tensor([0.0786, 0.2239, 0.6975])"
10612,24841,negative,@ aajtak Laanat hai aisi sunami pe ki khud banaras ki seat bhi nhi bcha paaye feku chor modi ji sunami me sb uda le … https // t co / kE18QgxMEb  ,aajtak laanat hai aisi sunami pe ki khud banara ki seat bhi nhi bcha paay feku chor modi ji sunami sb uda le … co keqgxmeb,negative,"tensor([0.8438, 0.1063, 0.0498])"
11886,28042,negative,Aaj media ka bda sa dhda Payal tadwi ki maut ko nhi dikha raha Yeh ek gambhir subject hai Jab tak manuwadi soch k … https // t co / M94QAaWm1z  ,aaj media ka bda sa dhda payal tadwi ki maut ko nhi dikha raha yeh ek gambhir subject hai jab tak manuwadi soch k … co mqaawmz,negative,"tensor([0.6594, 0.2654, 0.0752])"
2883,6130,positive,@ poddar _ namrata @ emilyraboteau It's sooo good . I always teach it and it's usually my student's favorite story .  ,poddar namrata emilyraboteau sooo good alway teach usual student favorit stori,positive,"tensor([0.0496, 0.3000, 0.6504])"
9027,20907,positive,JAI SRI RAM Bhaiyo Congratulations Mister Andhra pradesh C . M JAGAN MOHAN REDDY ALL THE BEST @ Totally Andhra Digital Andhra  ,jai sri ram bhaiyo congratul mister andhra pradesh c jagan mohan reddi best total andhra digit andhra,positive,"tensor([0.0322, 0.1153, 0.8525])"
70,378,neutral,@ manakgupta Dear manak dont insult modi ji this is wrong data Kya kami rakhi hai unhone tumhe palne ki Namak ka khyal rakho  ,manakgupta dear manak dont insult modi ji wrong data kya kami rakhi hai unhon tumh paln ki namak ka khyal rakho,negative,"tensor([0.4622, 0.3424, 0.1953])"
11101,26355,neutral,@ MeTooMVMT jaurri ye nahi ki shirf male hee sexual harrasment karte he kahi kahi woman are also found guilty so don't blame every time male  ,metoomvmt jaurri ye nahi ki shirf male hee sexual harras kart kahi kahi woman also found guilti dont blame everi time male,neutral,"tensor([0.3868, 0.4447, 0.1685])"
3534,8390,neutral,@ HardikPatel _ Pehle apne kiye karm ko yaad karo phir kissi aur kae bare mae baat karna Gujarat mae hui tabahi ko t … https // t co / 5ssBCqHn2P  ,hardikpatel pehl apn kiy karm ko yaad karo phir kissi aur kae bare mae baat karna gujarat mae hui tabahi ko … co ssbcqhnp,neutral,"tensor([0.1143, 0.5046, 0.3812])"
9203,21482,positive,HAAAPPPPYYY SWEET 16th 😝🥳 it was vv fun w you today !!! Enjoy your daayy naa pakay utang chika ha wa ta ka chika rn … https // tco / e5EaKK9MIj  ,haaappppyyi sweet th 😝🥳 vv fun w today enjoy daayi naa pakay utang chika ha wa ta ka chika rn … tco eeakkmij,positive,"tensor([0.0920, 0.4414, 0.4666])"
11052,26265,positive,RT @ Chandan58581951 purn bhumat se b J p party ki sarker banne par bahut bahut badhai ho  ,chandan purn bhumat se b j p parti ki sarker bann par bahut bahut badhai ho,positive,"tensor([0.0438, 0.3758, 0.5804])"
8758,20246,negative,@ Unconvincing11 @ TamilachiTNadu @ kshukla778 @ chandan1sharma Ye jehadi sale Desh Ko bantne k liye ghum rahe harami d … https // t . co / 6VaCJh3Cph  ,unconvinc tamilachitnadu kshukla chandansharma ye jehadi sale desh ko bantn k liy ghum rahe harami … co vacjhcph,negative,"tensor([0.9276, 0.0428, 0.0296])"
280,1603,positive,RT @ AksharPathak Friends I've long dreamed of making a movie one day I've FINALLY got around to writing and directing a short film This …  ,aksharpathak friend ive long dream make movi one day ive final got around write direct short film …,neutral,"tensor([0.0559, 0.5504, 0.3937])"
6411,15347,negative,@ rssurjewala Tum se kya matalab Tumahari jeb se to nahi jaa raha Desh ke maha chor party ke member Chal Bh … https // t co / u8uQ3VpxNb  ,rssurjewala tum se kya matalab tumahari jeb se nahi jaa raha desh ke maha chor parti ke member chal bh … co uuqvpxnb,negative,"tensor([0.8168, 0.1431, 0.0400])"
14247,36141,neutral,@ TejYadav14 @ RahulGandhi Ye to apne suna hi hoga ki maa-baap k karmo ka fal bacho ko bhugtna padta h or aap logo k … https // t co / YgjGsUsNvl  ,tejyadav rahulgandhi ye apn suna hi hoga ki maabaap k karmo ka fal bacho ko bhugtna padta h aap logo k … co ygjgsusnvl,neutral,"tensor([0.3115, 0.5315, 0.1570])"
14813,38230,positive,@ callmejeoy0910 Hye can u open ur dm ? Thankyou 😊  ,callmejeoy hye u open ur dm thankyou 😊,positive,"tensor([0.0037, 0.2830, 0.7133])"
11894,28057,neutral,RT @ junekang You can rely on Dorje Shugden when you nee help # tibet # tibetans # india # tibetanyouth # tsemrinpoche # sangha # spiritual # ze …  ,junekang reli dorj shugden nee help tibet tibetan india tibetanyouth tsemrinpoch sangha spiritu ze …,neutral,"tensor([0.0688, 0.6094, 0.3219])"
6865,16174,positive,@ ankitvdsi @ Balveer16911377 @ ani _ digital @ ANI bhai problem inse ni h problem ye h ki hum hindu hmesha ye krte rhte … https // t . co / SaA9XqDE2W  ,ankitvdsi balveer ani digit ani bhai problem ins ni h problem ye h ki hum hindu hmesha ye krte rhte … co saaxqdew,negative,"tensor([0.4403, 0.3518, 0.2079])"
15121,39399,positive,Kolkata ki super best . C . M . mamta banrji islam dharm ka kalma padhte hu ... https // t . co / 0V5QxtZ82h via @ YouTube  ,kolkata ki super best c mamta banrji islam dharm ka kalma padht hu co vqxtzh via youtub,neutral,"tensor([0.1148, 0.5108, 0.3744])"
13376,32693,positive,This is a Gulshan Devaiah appreciation post . He ’ s really effortless in mard ko dard nahi hota kudos .  ,gulshan devaiah appreci post ’ realli effortless mard ko dard nahi hota kudo,neutral,"tensor([0.3451, 0.4165, 0.2384])"
13796,34425,neutral,@ princenarula88 bhai mujhe pata nehi hai ap ye dekhoge ki nehi par bhai mai aunga is show mey 4se 5 saal ke baad m … https // t . co / HoEz3czxxJ  ,princenarula bhai mujh pata nehi hai ap ye dekhog ki nehi par bhai mai aunga show mey se saal ke baad … co hoezczxxj,neutral,"tensor([0.1607, 0.5913, 0.2480])"
14374,36619,positive,@ BJP4CGState sahi nirdaya modi ji @ narendramodi bus esi krte rhehiye bharat ka vikas hte jyga .. thankyou .. jai hind .  ,bjpcgstate sahi nirdaya modi ji narendramodi bu esi krte rhehiy bharat ka vika hte jyga thankyou jai hind,positive,"tensor([0.0986, 0.1423, 0.7591])"
4914,12867,neutral,@ imuday02 @ C _ H _ A _ R _ M _ I _ @ Sweets _ rinky NaaiiiPata nai kaun hai  ,imuday c h r sweet rinki naaiiipata nai kaun hai,neutral,"tensor([0.0995, 0.6405, 0.2600])"
979,4785,neutral,RT @ SRKUniverse Andaaz mera sabse juda main baadshahon ka Baadshah 👑 True lyrics 👌🏻 https // t co / T6CtjeReR4  ,srkunivers andaaz mera sabs juda main baadshahon ka baadshah 👑 true lyric 👌🏻 co tctjerer,positive,"tensor([0.0708, 0.4234, 0.5058])"
16606,45127,neutral,@ arey _ waah @ Mizzling _ Gaze In my case it was opposite She literally kicked me out of her life cos I was clingy A friend lost  ,arey waah mizzl gaze case opposit liter kick life co clingi friend lost,neutral,"tensor([0.3240, 0.4480, 0.2280])"
10005,23289,positive,@ narendramodi aap ko bahut sari subhkamnaye or nayi jimedari ke liye baba aap ko or Sakti demeri aap se ek winti h … https // t co / GO6PM0xA0G  ,narendramodi aap ko bahut sari subhkamnay nayi jimedari ke liy baba aap ko sakti demeri aap se ek winti h … co gopmxag,positive,"tensor([0.0154, 0.1269, 0.8577])"
10231,23944,neutral,RT @ slacktivistor @ ItsUncleStephen @ LeendharM God !!!! Why am I just stumbling on this handle ... Oh God !!! Steveolosho .. Unku .. God Bless t …  ,slacktivistor itsunclestephen leendharm god stumbl handl oh god steveolosho unku god bless …,neutral,"tensor([0.0988, 0.4660, 0.4352])"
8551,19801,positive,All the best @ ipriyanksharmaa for your new project ! Have a safe flight ! Our prayers are Always with you ! I ’ m sure y … https // t . co / zSZqypZQHf  ,best ipriyanksharmaa new project safe flight prayer alway ’ sure … co zszqypzqhf,positive,"tensor([0.0501, 0.3633, 0.5866])"
1590,35177,neutral,@ Fussy _ Ca @ SamarjeetMitra Tum quote karna band karo 😖😖😖 jo tweet open kr rhi usse blocked https // t . co / kRJHyPAY0H  ,fussi ca samarjeetmitra tum quot karna band karo 😖😖😖 jo tweet open kr rhi uss block co krjhypayh,neutral,"tensor([0.4127, 0.4674, 0.1200])"
7228,16862,negative,@_ Murad _ saeed @ gArmygirl Ye Bandar pta nai khud ko Kia smjh betha hai . Na iski shakal na zra c bhi aqal . Sirf kutte … https // t . co / UqyJX31toA  ,murad saeed garmygirl ye bandar pta nai khud ko kia smjh betha hai na iski shakal na zra c bhi aqal sirf kutt … co uqyjxtoa,negative,"tensor([0.5440, 0.3811, 0.0749])"
11315,26754,negative,@ NadeemHaider787 @ sheikhsafina @ junaidabid63 Kuty ka bacha ye nara ha koi khud ki hi awaz bas  ,nadeemhaid sheikhsafina junaidabid kuti ka bacha ye nara ha koi khud ki hi awaz ba,neutral,"tensor([0.4188, 0.5286, 0.0526])"
4420,11520,neutral,@ sambitswaraj Mujhe aapke har ka bahut dukh hua hai . BHAGWAN JAGANNATH ki jaisi ichchha ............ JAI JAGANNATH ...… https // t . co / xv3eoc34rS  ,sambitswaraj mujh aapk har ka bahut dukh hua hai bhagwan jagannath ki jaisi ichchha jai jagannath … co xveocr,positive,"tensor([0.1337, 0.2384, 0.6279])"
4209,10738,negative,@ ashutosh83B @ BJP4India @ AamAadmiParty @ INCIndia @ shahid _ siddiqui @ yadavtejashwi @ JhaSanjay Sale chutia tere jaise … https // t co / QoCAsles5n  ,ashutoshb bjpindia aamaadmiparti incindia shahid siddiqui yadavtejashwi jhasanjay sale chutia tere jais … co qocaslesn,negative,"tensor([0.9145, 0.0511, 0.0343])"
3062,6759,positive,I'm at Mubarak Al Kabir in Mubarak al Kabir Muhafazat Mubarak al Kabir https // t co / WuiaWQ1t7b  ,im mubarak al kabir mubarak al kabir muhafazat mubarak al kabir co wuiawqtb,positive,"tensor([0.0056, 0.0942, 0.9002])"
3506,8298,negative,@ angelfirecool Haa .. tum logo ka SC toh bohut acchi hai . Iss liye apna dukan band hote hi shameless person ki tarah … https // t . co / XabOmmww3L  ,angelfirecool haa tum logo ka sc toh bohut acchi hai iss liy apna dukan band hote hi shameless person ki tarah … co xabommwwl,negative,"tensor([0.4017, 0.3835, 0.2148])"
4282,11013,neutral,@ MDUsman2019 @ aajtak @ Milan _ reports Degree ki jaanch hone do pahle mat bolo . Rahul ke jija shatir chor hai ye innocent .  ,mdusman aajtak milan report degre ki jaanch hone pahl mat bolo rahul ke jija shatir chor hai ye innoc,negative,"tensor([0.7330, 0.1496, 0.1173])"
5798,14322,negative,@ sanjaynirupam Gadhe bahut hain magar tum se gadha koi nahi !😩 sab log apni kamai khud karte hai-yeh paise to subsid … https // t . co / SnIzkh1M0t  ,sanjaynirupam gadh bahut hain magar tum se gadha koi nahi 😩 sab log apni kamai khud kart haiyeh pais subsid … co snizkhmt,negative,"tensor([0.7289, 0.1226, 0.1485])"
16035,42996,neutral,@ ExpressNewsPK @ Shamidrees or iski wife ko choor k ye @ duckybhai or doosra kaun hai pata nhi ye ducky or ye khujli … https // t co / Aj2geMkJCF  ,expressnewspk shamidre iski wife ko choor k ye duckybhai doosra kaun hai pata nhi ye ducki ye khujli … co ajgemkjcf,negative,"tensor([0.5643, 0.3490, 0.0867])"
4691,12441,neutral,Kaash Aisa Hota - Darshan Raval | Official Video | Indie Music Label | Latest Hit Song 2019 https // t . co / wck7Juu8ZV  ,kaash aisa hota darshan raval offici video indi music label latest hit song co wckjuuzv,neutral,"tensor([0.1194, 0.6961, 0.1845])"
11967,28186,neutral,@ jarariya91 Tu ye soch rha tha ki hinduo ko gaali dekar tu hero ban gaya h tu congress mai hero ban sakta hoga pub … https // t co / I3RqofZ8px  ,jarariya tu ye soch rha tha ki hinduo ko gaali dekar tu hero ban gaya h tu congress mai hero ban sakta hoga pub … co irqofzpx,negative,"tensor([0.8000, 0.1476, 0.0525])"
15787,41970,positive,RT @ aavishhkar Not only Success but being successful having such thoughts & sharing them with world make you the True LEGEND ! Dear @ iamsr …  ,aavishhkar success success thought share world make true legend dear iamsr …,positive,"tensor([0.1025, 0.4071, 0.4904])"
4641,12271,positive,RT @ Srkian __ Faizy Kamyabi Sirf Paise Kmane ko Nhi kehte Jo har Dil me Apna ghr Bna le Wo Bhi Bahut badi Kamyabi hai or Shahrukh Khan ne …  ,srkian faizi kamyabi sirf pais kmane ko nhi keht jo har dil apna ghr bna le wo bhi bahut badi kamyabi hai shahrukh khan ne …,neutral,"tensor([0.2800, 0.4947, 0.2253])"
5617,14029,positive,@ smritiirani @ BJPsudhanRSS Congratulations Smrithi ji ; Naamdhaar ko haraaya aap real hero u today 👍👍👍💪💪💪  ,smritiirani bjpsudhanrss congratul smrithi ji naamdhaar ko haraaya aap real hero u today 👍👍👍💪💪💪,positive,"tensor([0.0259, 0.0625, 0.9116])"
14595,37440,positive,Hon Auwal Muhammad yahaya Yaro Mai kyau family we really proud of you 🤝🏻 https // t . co / Kezu4mv88J  ,hon auwal muhammad yahaya yaro mai kyau famili realli proud 🤝🏻 co kezumvj,neutral,"tensor([0.1539, 0.5786, 0.2675])"
15214,39754,positive,Bhut hi Manmohak song hai ma'am ji https // t . co / JR1sJWRIqg  ,bhut hi manmohak song hai maam ji co jrsjwriqg,positive,"tensor([0.0197, 0.4561, 0.5242])"
15308,40096,negative,@ VedTiwari @ HIPnHAP _ IP Mandir me cow kat kr fake skte ho koii meet khaye to pitoge mandir me pandit khud chicken mu … https // t . co / ygPcb3z3W5  ,vedtiwari hipnhap ip mandir cow kat kr fake skte ho koii meet khay pitog mandir pandit khud chicken mu … co ygpcbzw,negative,"tensor([0.5517, 0.3037, 0.1446])"
5560,13939,neutral,RT @ fan _ boy _ of _ bhai @ SKFforlife @ iBeingAdharv chalega bhai . bajrangi bhaijaan hum sab dost 30 rupees mein dekhe the . bajrangi bhaijaan k …  ,fan boy bhai skfforlif ibeingadharv chalega bhai bajrangi bhaijaan hum sab dost rupe mein dekh bajrangi bhaijaan k …,positive,"tensor([0.0901, 0.3322, 0.5777])"
7038,16500,neutral,@ Unknown83117895 @ riyaOmm @ WickedMandar @ jack aap sab purane movie kalaakaron ko sarkar ka taraf se great service award milna chaheye g !  ,unknown riyaomm wickedmandar jack aap sab puran movi kalaakaron ko sarkar ka taraf se great servic award milna chahey g,positive,"tensor([0.1958, 0.3634, 0.4407])"
545,2806,negative,RT @ rds _ singh @ TV9Bharatvarsh muslim kanhi bhi support nahi karte kya ye mahilaye kabhi bina burka ke nahi nikali hongi ??? kyu nahi burka …  ,rd singh tvbharatvarsh muslim kanhi bhi support nahi kart kya ye mahilay kabhi bina burka ke nahi nikali hongi kyu nahi burka …,neutral,"tensor([0.4434, 0.4663, 0.0903])"
7428,17250,neutral,@ UngraduateG @ YTCreatorsIndia # SaveUnGraduateGamer Mene bhi retweet kar dia he . Aur mene discord par 100+ members … https // t . co / nj1XOibS6R  ,ungraduateg ytcreatorsindia saveungraduategam mene bhi retweet kar dia aur mene discord par member … co njxoibsr,neutral,"tensor([0.3363, 0.5282, 0.1355])"
1407,31325,negative,@ Dr _ Uditraj 2014 ke chunav mein evm kyun nahi badla tha haramkhor tum logo ka ganda soch darshata hai ki tumhari r … https // t . co / EtE8I6d2gp  ,dr uditraj ke chunav mein evm kyun nahi badla tha haramkhor tum logo ka ganda soch darshata hai ki tumhari r … co eteidgp,negative,"tensor([0.8598, 0.1074, 0.0328])"
11722,27548,positive,Happy Birthday Nikhil . I Love you My Cutipi 👦👦 God bless You 😇😇. Lost of Love 💖💖@ actor _ nikhil or Meri Birthday 4 jun k … https // t . co / 7A3IkG3Sjj  ,happi birthday nikhil love cutipi 👦👦 god bless 😇😇 lost love 💖💖 actor nikhil meri birthday jun k … co aikgsjj,positive,"tensor([0.0024, 0.0374, 0.9602])"
922,4533,neutral,Birinin haks ı z oldugunu bile bile s ı rf inad ı n ı z y ü z ü nden o insan ı savunmakacizlik degilde ne ?  ,birinin hak ı z oldugunu bile bile ı rf inad ı n ı z ü z ü nden insan ı savunmakacizlik degild ne,neutral,"tensor([0.0300, 0.7047, 0.2653])"
16076,43160,positive,@ jyoti _ saffron @ cutepari89 Bahut dard huaa hoga naa apko ..  ,jyoti saffron cutepari bahut dard huaa hoga naa apko,positive,"tensor([0.0322, 0.3272, 0.6406])"
5620,14033,neutral,@ usamahbinumar @ amwnaLost @ Hhehehe0 _ 0 Dekho amna mri baat suno .. ye jska username esha h wo usama hi h .. cz usama k pass iphone h 😂  ,usamahbinumar amwnalost hheheh dekho amna mri baat suno ye jska usernam esha h wo usama hi h cz usama k pass iphon h 😂,neutral,"tensor([0.1712, 0.5240, 0.3048])"
10734,25437,negative,@ ashutosh83B Abhivyakti ki aajadi ka gala tum tv channel wale ghot rahe ho bulaao debate me common people ko  ,ashutoshb abhivyakti ki aajadi ka gala tum tv channel wale ghot rahe ho bulaao debat common peopl ko,negative,"tensor([0.7441, 0.1796, 0.0763])"
11451,27028,positive,@ narendramodi Bahut bahut subhkamnaye sir ane wale 5 sal me new india dekhna chahta hun mai woo sirf aap hi pura k … https // t co / i70ziMQwGe  ,narendramodi bahut bahut subhkamnay sir ane wale sal new india dekhna chahta hun mai woo sirf aap hi pura k … co izimqwg,positive,"tensor([0.0129, 0.1505, 0.8365])"
16,80,positive,Narender modi ji ko pure bhumat se jeet par bhut bhut bdhayi https // t . co / 6AAUDuTxbp  ,narend modi ji ko pure bhumat se jeet par bhut bhut bdhayi co aaudutxbp,positive,"tensor([0.0145, 0.1017, 0.8838])"
7942,18700,positive,@ ShiiTaegi @ emma25726430 Awwwiee I LOVE YOU SO MUCH !!! ❤️❤️❤️❤️❤️❤️❤️❤️❤️ Daily reminder that u are cute too and th … https // t . co / ZQ1VcnJH9c  ,shiitaegi emma awwwie love much ❤️❤️❤️❤️❤️❤️❤️❤️❤️ daili remind u cute th … co zqvcnjhc,positive,"tensor([0.0011, 0.0624, 0.9365])"
3128,6987,negative,@ AbhinavKesarw16 @ Flipkart @ flipkartsupport Are flipkart support ghatiya he ekdm Amazon is far better than that … https // t co / 6L1cRFWP4K  ,abhinavkesarw flipkart flipkartsupport flipkart support ghatiya ekdm amazon far better … co lcrfwpk,neutral,"tensor([0.4253, 0.4264, 0.1483])"
14004,35261,neutral,Bc review dekh kr Ek minute ke lyie Dill bahir agya # PakvsEng # cwc19 # CricketWorldCup19 # uncle _ majbooorr  ,bc review dekh kr ek minut ke lyie dill bahir agya pakvseng cwc cricketworldcup uncl majbooorr,negative,"tensor([0.5516, 0.3231, 0.1254])"
